USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0 169548  7328 ?        Ss   maj14   5:17 /sbin/init splash
root     2603525  0.0  0.0      0     0 ?        S<   22:02   0:00 [z_wr_int]
root     2603526  0.0  0.0      0     0 ?        S<   22:02   0:00 [z_wr_int]
root     2603528  0.0  0.0      0     0 ?        S<   22:02   0:00 [z_wr_int]
root     2603529  0.0  0.0      0     0 ?        S<   22:02   0:00 [z_wr_int]
root     2603530  0.0  0.0      0     0 ?        S<   22:02   0:00 [z_wr_int]
root     2603531  0.0  0.0      0     0 ?        S<   22:02   0:00 [z_wr_int]
root     2603533  0.0  0.0      0     0 ?        S<   22:02   0:00 [z_wr_int]
kasper   2603539  0.0  0.0  14096  2312 pts/0    R+   22:02   0:00 ps aux
422
message+    1899  0.2  0.0  10080  3852 ?        Ss   maj14  13:56 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root        1927  0.0  0.0  41748   840 ?        Ss   maj14   0:00 /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
root        2087  0.0  0.0 120592   684 ?        Ssl  maj14   0:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
whoopsie    2987  0.0  0.0 400576  3248 ?        Ssl  maj14   0:00 /usr/bin/whoopsie -f
kasper      3108  1.5  0.0 3805596 7508 ?        S<sl maj14 102:52 /usr/bin/pulseaudio --daemonize=no --log-target=journal
kasper      3112  0.0  0.0  14456  3744 ?        Ss   maj14   0:40 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
kasper      3116  0.0  0.0 243500  3636 ?        SLl  maj14   0:25 /usr/bin/gnome-keyring-daemon --daemonize --login
kasper      3170  0.0  0.0 166696  1572 tty2     Ssl+ maj14   0:00 /usr/lib/gdm3/gdm-x-session --run-script env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --systemd --session=ubuntu
kasper      3293  0.0  0.0   6032   184 ?        Ss   maj14   0:02 /usr/bin/ssh-agent /usr/bin/im-launch env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --systemd --session=ubuntu
kasper      3310  0.0  0.0 389068  4824 ?        Ssl  maj14   6:18 /usr/bin/ibus-daemon --daemonize --xim
kasper      3351  0.0  0.0   7480  1112 ?        S    maj14   0:15 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 3
kasper      3436  6.2  8.4 5722972 665572 ?      Ssl  maj14 413:00 /usr/bin/gnome-shell
kasper      3970  0.0  0.1 2736520 9300 ?        Sl   maj14   0:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.Shell.Notifications
kasper      4147  0.0  2.5 1789844 201000 ?      Sl   maj14   1:37 /snap/snap-store/433/usr/bin/snap-store --gapplication-service
kasper      6409  0.0  0.0  12024   252 ?        S    maj14   0:00 /bin/bash /usr/bin/brave-browser-stable
kasper     86945  0.0  0.0 947916  4644 ?        SLl  maj14   0:02 /usr/bin/seahorse --gapplication-service
kasper     86947  0.0  0.0 708236  4992 ?        Sl   maj14   0:07 /usr/bin/gnome-calendar --gapplication-service
kasper   1712718  0.1  1.1 2909352 93720 ?       Sl   maj17   2:16 /snap/qownnotes/6085/usr/bin/QOwnNotes -style=Breeze --snap
